freeze OK t1=5ae1bdb0e71a all=0eeb421b90d4 engine={'engine_image': 'quantconnect/lean@sha256:dc84a683464681b2e6c9579bc7655e16d4802380367c77004e40a6a504088bd7', 'lean_cli': 'lean 1.0.227', 'git_rev': 'b11f5d122f97867cc5ed6d1c49ddee57e4628667'}
jobs=2367 workers=4
[873/2367] BANK2_BL-04_open_close__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=296 (33.2s)
[874/2367] BANK2_BL-05_d2__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[875/2367] BANK2_BL-05_d2__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[876/2367] BANK2_BL-05_d2__OAT_a_exec-set_holdings: cached
[877/2367] BANK2_BL-05_d2__OAT_cross_timing-today_ma: cached
[878/2367] BANK2_BL-05_d2__SPOT_all_excluded_off: cached
[879/2367] BANK2_BL-05_d3__ref: cached
[880/2367] BANK2_BL-05_d3__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[881/2367] BANK2_BL-05_d3__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[882/2367] BANK2_BL-05_d3__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[883/2367] BANK2_BL-05_d3__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[884/2367] BANK2_BL-05_d3__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[885/2367] BANK2_BL-05_d3__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[886/2367] BANK2_BL-05_d3__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[887/2367] BANK2_BL-05_d3__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[888/2367] BANK2_BL-05_d3__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[889/2367] BANK2_BL-05_d3__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[890/2367] BANK2_BL-05_d3__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[891/2367] BANK2_BL-05_d3__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[892/2367] BANK2_BL-05_d3__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[893/2367] BANK2_BL-05_d3__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[894/2367] BANK2_BL-05_d3__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[895/2367] BANK2_BL-05_d3__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[896/2367] BANK2_BL-05_d3__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[897/2367] BANK2_BL-05_d3__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[898/2367] BANK2_BL-05_d3__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[899/2367] BANK2_BL-05_d3__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[900/2367] BANK2_BL-05_d3__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[901/2367] BANK2_BL-05_d3__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[902/2367] BANK2_BL-05_d3__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[903/2367] BANK2_BL-05_d3__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[904/2367] BANK2_BL-05_d3__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[905/2367] BANK2_BL-05_d3__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[906/2367] BANK2_BL-05_d3__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[907/2367] BANK2_BL-05_d3__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[908/2367] BANK2_BL-05_d3__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[909/2367] BANK2_BL-05_d3__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[910/2367] BANK2_BL-05_d3__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[911/2367] BANK2_BL-05_d3__OAT_a_exec-set_holdings: cached
[912/2367] BANK2_BL-05_d3__OAT_cross_timing-today_ma: cached
[913/2367] BANK2_BL-05_d3__SPOT_all_excluded_off: cached
[914/2367] BANK2_BL-05_d2__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=390 (31.6s)
[915/2367] BANK2_BL-05_d4__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[916/2367] BANK2_BL-05_d4__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[917/2367] BANK2_BL-05_d4__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[918/2367] BANK2_BL-05_d4__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[919/2367] BANK2_BL-05_d4__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[920/2367] BANK2_BL-05_d4__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[921/2367] BANK2_BL-05_d4__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[922/2367] BANK2_BL-05_d4__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[923/2367] BANK2_BL-05_d4__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[924/2367] BANK2_BL-05_d4__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[925/2367] BANK2_BL-05_d4__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[926/2367] BANK2_BL-05_d4__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[927/2367] BANK2_BL-05_d4__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[928/2367] BANK2_BL-05_d4__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[929/2367] BANK2_BL-05_d4__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[930/2367] BANK2_BL-05_d4__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[931/2367] BANK2_BL-05_d4__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[932/2367] BANK2_BL-05_d4__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[933/2367] BANK2_BL-05_d4__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[934/2367] BANK2_BL-05_d4__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[935/2367] BANK2_BL-05_d4__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[936/2367] BANK2_BL-05_d4__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[937/2367] BANK2_BL-05_d4__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[938/2367] BANK2_BL-05_d4__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[939/2367] BANK2_BL-05_d4__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[940/2367] BANK2_BL-05_d4__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[941/2367] BANK2_BL-05_d4__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[942/2367] BANK2_BL-05_d4__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[943/2367] BANK2_BL-05_d4__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[944/2367] BANK2_BL-05_d4__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[945/2367] BANK2_BL-05_d4__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[946/2367] BANK2_BL-05_d4__OAT_a_exec-set_holdings: cached
[947/2367] BANK2_BL-05_d4__OAT_cross_timing-today_ma: cached
[948/2367] BANK2_BL-05_d4__SPOT_all_excluded_off: cached
[949/2367] BANK2_BL-05_d5__ref: cached
[950/2367] BANK2_BL-05_d5__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[951/2367] BANK2_BL-05_d5__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[952/2367] BANK2_BL-05_d5__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[953/2367] BANK2_BL-05_d5__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[954/2367] BANK2_BL-05_d2__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=310 (25.9s)
[955/2367] BANK2_BL-05_d5__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[956/2367] BANK2_BL-05_d2__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=332 (26.4s)
[957/2367] BANK2_BL-05_d4__ref: ok fills=170 (26.4s)
[958/2367] BANK2_BL-05_d5__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[959/2367] BANK2_BL-05_d5__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[960/2367] BANK2_BL-05_d5__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[961/2367] BANK2_BL-05_d5__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[962/2367] BANK2_BL-05_d5__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[963/2367] BANK2_BL-05_d5__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[964/2367] BANK2_BL-05_d5__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[965/2367] BANK2_BL-05_d5__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[966/2367] BANK2_BL-05_d5__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[967/2367] BANK2_BL-05_d5__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[968/2367] BANK2_BL-05_d5__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[969/2367] BANK2_BL-05_d5__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[970/2367] BANK2_BL-05_d5__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[971/2367] BANK2_BL-05_d5__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[972/2367] BANK2_BL-05_d5__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[973/2367] BANK2_BL-05_d5__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[974/2367] BANK2_BL-05_d5__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[975/2367] BANK2_BL-05_d5__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[976/2367] BANK2_BL-05_d5__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[977/2367] BANK2_BL-05_d5__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[978/2367] BANK2_BL-05_d5__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[979/2367] BANK2_BL-05_d5__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[980/2367] BANK2_BL-05_d5__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[981/2367] BANK2_BL-05_d5__OAT_a_exec-set_holdings: cached
[982/2367] BANK2_BL-05_d5__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=170 (27.1s)
[983/2367] BANK2_BL-05_d5__SPOT_all_excluded_off: cached
[984/2367] BANK2_BL-07_p7__ref: cached
[985/2367] BANK2_BL-07_p7__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[986/2367] BANK2_BL-07_p7__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[987/2367] BANK2_BL-07_p7__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[988/2367] BANK2_BL-07_p7__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[989/2367] BANK2_BL-07_p7__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[990/2367] BANK2_BL-07_p7__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[991/2367] BANK2_BL-07_p7__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[992/2367] BANK2_BL-05_d5__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=296 (31.6s)
[993/2367] BANK2_BL-07_p7__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[994/2367] BANK2_BL-07_p7__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[995/2367] BANK2_BL-07_p7__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[996/2367] BANK2_BL-07_p7__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[997/2367] BANK2_BL-07_p7__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[998/2367] BANK2_BL-07_p7__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[999/2367] BANK2_BL-07_p7__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1000/2367] BANK2_BL-07_p7__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1001/2367] BANK2_BL-07_p7__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1002/2367] BANK2_BL-07_p7__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1003/2367] BANK2_BL-07_p7__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1004/2367] BANK2_BL-07_p7__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1005/2367] BANK2_BL-07_p7__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1006/2367] BANK2_BL-07_p7__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1007/2367] BANK2_BL-07_p7__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1008/2367] BANK2_BL-05_d5__OAT_cross_timing-today_ma: ok fills=150 (31.8s)
[1009/2367] BANK2_BL-07_p7__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1010/2367] BANK2_BL-05_d5__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=154 (34.7s)
[1011/2367] BANK2_BL-07_p7__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1012/2367] BANK2_BL-07_p7__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1013/2367] BANK2_BL-07_p7__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1014/2367] BANK2_BL-07_p7__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1015/2367] BANK2_BL-07_p7__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1016/2367] BANK2_BL-07_p7__OAT_a_exec-set_holdings: cached
[1017/2367] BANK2_BL-07_p7__OAT_cross_timing-today_ma: cached
[1018/2367] BANK2_BL-07_p7__SPOT_all_excluded_off: cached
[1019/2367] BANK2_BL-07_p9__ref: cached
[1020/2367] BANK2_BL-07_p9__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1021/2367] BANK2_BL-07_p9__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1022/2367] BANK2_BL-07_p9__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1023/2367] BANK2_BL-07_p9__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1024/2367] BANK2_BL-07_p9__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1025/2367] BANK2_BL-07_p9__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1026/2367] BANK2_BL-07_p9__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1027/2367] BANK2_BL-07_p9__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1028/2367] BANK2_BL-07_p9__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1029/2367] BANK2_BL-07_p9__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1030/2367] BANK2_BL-07_p9__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1031/2367] BANK2_BL-07_p9__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1032/2367] BANK2_BL-07_p9__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1033/2367] BANK2_BL-07_p9__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1034/2367] BANK2_BL-07_p9__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1035/2367] BANK2_BL-07_p9__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1036/2367] BANK2_BL-07_p9__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1037/2367] BANK2_BL-07_p9__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1038/2367] BANK2_BL-07_p9__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1039/2367] BANK2_BL-07_p9__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1040/2367] BANK2_BL-07_p9__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1041/2367] BANK2_BL-07_p9__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1042/2367] BANK2_BL-07_p9__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1043/2367] BANK2_BL-07_p9__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1044/2367] BANK2_BL-07_p9__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1045/2367] BANK2_BL-07_p9__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1046/2367] BANK2_BL-07_p9__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1047/2367] BANK2_BL-07_p7__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=296 (33.7s)
[1048/2367] BANK2_BL-07_p9__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1049/2367] BANK2_BL-07_p9__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1050/2367] BANK2_BL-07_p9__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1051/2367] BANK2_BL-07_p9__OAT_a_exec-set_holdings: cached
[1052/2367] BANK2_BL-07_p9__OAT_cross_timing-today_ma: cached
[1053/2367] BANK2_BL-07_p9__SPOT_all_excluded_off: cached
[1054/2367] BANK2_BL-07_p14__ref: cached
[1055/2367] BANK2_BL-07_p14__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1056/2367] BANK2_BL-07_p14__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1057/2367] BANK2_BL-07_p14__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1058/2367] BANK2_BL-07_p14__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1059/2367] BANK2_BL-07_p14__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1060/2367] BANK2_BL-07_p14__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1061/2367] BANK2_BL-07_p14__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1062/2367] BANK2_BL-07_p14__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1063/2367] BANK2_BL-07_p14__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1064/2367] BANK2_BL-07_p14__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1065/2367] BANK2_BL-07_p7__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=306 (29.9s)
[1066/2367] BANK2_BL-07_p14__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1067/2367] BANK2_BL-07_p14__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1068/2367] BANK2_BL-07_p14__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1069/2367] BANK2_BL-07_p14__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1070/2367] BANK2_BL-07_p14__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1071/2367] BANK2_BL-07_p14__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1072/2367] BANK2_BL-07_p14__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1073/2367] BANK2_BL-07_p14__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1074/2367] BANK2_BL-07_p14__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1075/2367] BANK2_BL-07_p14__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1076/2367] BANK2_BL-07_p14__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1077/2367] BANK2_BL-07_p14__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1078/2367] BANK2_BL-07_p14__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1079/2367] BANK2_BL-07_p14__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1080/2367] BANK2_BL-07_p14__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1081/2367] BANK2_BL-07_p14__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1082/2367] BANK2_BL-07_p14__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1083/2367] BANK2_BL-07_p14__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1084/2367] BANK2_BL-07_p14__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1085/2367] BANK2_BL-07_p7__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=306 (28.7s)
[1086/2367] BANK2_BL-07_p14__OAT_a_exec-set_holdings: cached
[1087/2367] BANK2_BL-07_p14__OAT_cross_timing-today_ma: cached
[1088/2367] BANK2_BL-07_p14__SPOT_all_excluded_off: cached
[1089/2367] BANK2_BL-07_p21__ref: cached
[1090/2367] BANK2_BL-07_p21__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
