freeze OK t1=5ae1bdb0e71a all=0eeb421b90d4 engine={'engine_image': 'quantconnect/lean@sha256:dc84a683464681b2e6c9579bc7655e16d4802380367c77004e40a6a504088bd7', 'lean_cli': 'lean 1.0.227', 'git_rev': 'b11f5d122f97867cc5ed6d1c49ddee57e4628667'}
jobs=2869 workers=6
[1285/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=262 (36.7s)
[1286/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=276 (39.1s)
[1287/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=262 (43.4s)
[1288/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=258 (44.1s)
[1289/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=274 (43.3s)
[1290/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=272 (44.3s)
[1291/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=266 (43.2s)
[1292/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=262 (41.7s)
[1293/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=276 (37.9s)
[1294/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=274 (38.8s)
[1295/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=262 (37.2s)
[1296/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=258 (39.1s)
[1297/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=274 (41.9s)
[1298/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=272 (43.2s)
[1299/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=250 (41.8s)
[1300/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=246 (41.1s)
[1301/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=264 (42.4s)
[1302/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: exit=1 fills=None (5.8s)
[1303/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=262 (40.5s)
[1304/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=250 (39.6s)
[1305/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=246 (40.0s)
[1306/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=262 (42.1s)
[1307/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=264 (42.1s)
[1308/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=250 (44.1s)
[1309/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=246 (47.6s)
[1310/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=262 (49.0s)
[1311/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=250 (46.9s)
[1312/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=246 (39.5s)
[1313/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=264 (41.0s)
[1314/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=262 (43.5s)
[1315/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=246 (43.4s)
[1316/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=242 (44.6s)
[1317/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=260 (44.5s)
[1318/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=258 (45.1s)
[1319/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=246 (44.2s)
[1320/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=242 (43.1s)
[1321/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=260 (41.1s)
[1322/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=258 (39.8s)
[1323/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=246 (39.5s)
[1324/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=242 (41.5s)
[1325/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=260 (41.5s)
[1326/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=258 (42.2s)
[1327/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=246 (41.7s)
[1328/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=242 (43.2s)
[1329/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=260 (44.5s)
[1330/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=258 (39.9s)
[1331/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=320 (40.4s)
[1332/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=338 (37.3s)
[1333/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=316 (39.0s)
[1334/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=336 (38.0s)
[1335/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=306 (37.4s)
[1336/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=302 (43.0s)
[1337/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=324 (43.7s)
[1338/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=320 (43.6s)
[1339/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=322 (44.6s)
[1340/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=316 (43.4s)
[1341/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=338 (42.4s)
[1342/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=336 (41.9s)
[1343/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=302 (40.3s)
[1344/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=324 (42.0s)
[1345/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=306 (46.0s)
[1346/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=306 (44.9s)
[1347/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=322 (47.1s)
[1348/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=302 (41.2s)
[1349/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=324 (41.3s)
[1350/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=322 (40.1s)
[1351/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=296 (40.4s)
[1352/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=292 (43.9s)
[1353/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=314 (47.8s)
[1354/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=312 (47.9s)
[1355/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=306 (46.8s)
[1356/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=302 (46.0s)
[1357/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=324 (45.4s)
[1358/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=322 (40.0s)
[1359/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=296 (37.9s)
[1360/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=292 (41.1s)
[1361/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=314 (42.4s)
[1362/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=270 (42.9s)
[1363/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=312 (46.7s)
[1364/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=266 (46.2s)
[1365/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=290 (45.7s)
[1366/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=288 (41.8s)
[1367/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=270 (39.8s)
[1368/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=266 (40.2s)
[1369/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: exit=1 fills=None (7.1s)
[1370/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=290 (41.0s)
[1371/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=288 (40.7s)
[1372/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=270 (41.8s)
[1373/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=290 (41.8s)
[1374/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=270 (41.9s)
[1375/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=288 (42.3s)
[1376/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=266 (40.9s)
[1377/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=290 (39.1s)
[1378/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=288 (37.0s)
[1379/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=262 (42.9s)
[1380/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=282 (42.6s)
[1381/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=258 (43.7s)
[1382/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=280 (43.3s)
[1383/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=262 (43.8s)
[1384/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=258 (43.4s)
[1385/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=282 (37.3s)
[1386/2869] BANK2_BL-09_all__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=280 (36.7s)
[1387/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=262 (37.2s)
[1388/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=258 (36.9s)
[1389/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=280 (35.8s)
[1390/2869] BANK2_BL-09_half_down_lastsell__ref: cached
[1391/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: exit=1 fills=None (7.7s)
[1392/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: ok fills=282 (38.3s)
[1393/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=262 (43.5s)
[1394/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=280 (41.0s)
[1395/2869] BANK2_BL-09_all__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=282 (44.1s)
[1396/2869] BANK2_BL-09_half_down_lastsell__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=217 (41.8s)
[1397/2869] BANK2_BL-09_half_down_lastsell__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=218 (42.7s)
[1398/2869] BANK2_BL-09_half_down_lastsell__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: exit=1 fills=None (5.9s)
[1399/2869] BANK2_BL-09_half_down_lastsell__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=218 (43.7s)
[1400/2869] BANK2_BL-09_half_down_lastsell__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=213 (41.4s)
[1401/2869] BANK2_BL-09_half_down_lastsell__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=213 (43.9s)
[1402/2869] BANK2_BL-09_half_down_lastsell__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=216 (42.6s)
[1403/2869] BANK2_BL-09_half_down_lastsell__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=217 (43.1s)
[1404/2869] BANK2_BL-09_half_down_lastsell__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=217 (43.8s)
[1405/2869] BANK2_BL-09_half_down_lastsell__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=218 (50.3s)
[1406/2869] BANK2_BL-09_half_down_lastsell__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=218 (42.7s)
[1407/2869] BANK2_BL-09_half_down_lastsell__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=213 (40.2s)
[1408/2869] BANK2_BL-09_half_down_lastsell__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=213 (39.6s)
[1409/2869] BANK2_BL-09_half_down_lastsell__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=216 (40.1s)
[1410/2869] BANK2_BL-09_half_down_lastsell__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: ok fills=216 (42.1s)
[1411/2869] BANK2_BL-09_half_down_lastsell__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=213 (42.2s)
[1412/2869] BANK2_BL-09_half_down_lastsell__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=213 (46.0s)
[1413/2869] BANK2_BL-09_half_down_lastsell__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=214 (44.7s)
[1414/2869] BANK2_BL-09_half_down_lastsell__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=214 (44.7s)
[1415/2869] BANK2_BL-09_half_down_lastsell__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=209 (44.1s)
[1416/2869] BANK2_BL-09_half_down_lastsell__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=209 (44.1s)
[1417/2869] BANK2_BL-09_half_down_lastsell__T_a_exec-calc_s_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=212 (41.2s)
[1418/2869] BANK2_BL-09_half_down_lastsell__T_a_exec-calc_s_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=212 (43.5s)
[1419/2869] BANK2_BL-09_half_down_lastsell__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=213 (45.3s)
[1420/2869] BANK2_BL-09_half_down_lastsell__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=213 (45.7s)
[1421/2869] BANK2_BL-09_half_down_lastsell__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=214 (47.0s)
[1422/2869] BANK2_BL-09_half_down_lastsell__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: ok fills=214 (47.5s)
[1423/2869] BANK2_BL-09_half_down_lastsell__T_a_exec-set_ho_cross_-both_d_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=209 (46.4s)
[1424/2869] BANK2_BL-09_half_down_lastsell__T_a_exec-set_ho_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=209 (40.1s)
[1425/2869] BANK2_BL-09_half_down_lastsell__T_a_exec-set_ho_cross_-both_d_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=212 (40.2s)
[1426/2869] BANK2_BL-09_half_down_lastsell__T_a_exec-set_ho_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: ok fills=212 (37.7s)
[1427/2869] BANK2_BL-09_half_down_lastsell__T_a_exec-calc_s_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=197 (37.9s)
[1428/2869] BANK2_BL-09_half_down_lastsell__T_a_exec-calc_s_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: ok fills=197 (41.4s)
